id,codalu,"Código
Curso","N° Total de
Repeticiones"
1,20154043F,MA185,2
1,20124069G,EE364,2
1,20144537F,EE635,2
1,20174048C,CB411,2
1,20162193C,MA611,2
1,20160184G,MA133,2
1,20170239I,MA124,2
1,20160121E,CB411,2
1,20160121E,FI204,2
1,20162169E,EC119,2
1,20162169E,MA123,2
1,19987003D,CI106,2
1,19987003D,EE610,10
1,19987003D,EE637,2
1,20150285E,MA133,2
1,20150285E,MA195,2
1,20150285E,MA611,2
1,20110296F,EE111,2
1,20110296F,EE341,2
1,20110296F,MA143,2
1,20110296F,MA195,2
1,20171079E,CB411,2
1,20167512J,MA133,2
1,20122592D,EE421,2
1,20122592D,MA195,2
1,20112556E,CB525,2
1,20112556E,IT215,2
1,20171461G,QU111,2
1,20101171J,EM111,2
1,20151256I,EE635,2
1,20092618K,EE363,2
1,20092618K,MA185,2
1,20160138E,FI403,2
1,20121202H,FI904,2
1,20171473E,CB411,2
1,20171128F,CB411,2
1,20111229K,EE112,4
1,20111229K,FI463,4
1,20150225B,EC119,2
1,20110013D,EE111,2
1,20110013D,MA143,2
1,20110013D,MA195,2
1,20171145H,CB411,2
1,20062586C,EE315,2
1,20062586C,EE375,2
1,20132651C,EE524,2
1,20162164C,CB411,2
1,20141093J,EE341,2
1,20141093J,FI904,2
1,20151251G,FI403,2
1,20151251G,MA133,2
1,20151251G,MA611,2
1,20150390C,FI403,2
1,20150390C,MA124,2
1,20150390C,MA133,2
1,20150416B,AHD65,2
1,20150416B,EP111,2
1,20150416B,FI204,2
1,20150416B,MA123,2
1,20150306B,CB411,2
1,20150306B,EP111,2
1,20150306B,FI204,2
1,20150306B,MA124,2
1,20162134G,FI403,2
1,20152097A,FI904,2
1,20160354J,MA133,2
1,20160354J,MA713,2
1,20172662F,FI203,2
1,20172662F,MA113,2
1,20152206E,EE111,2
1,20152206E,FI904,2
1,20121264C,EE524,2
1,20171367K,FI203,2
1,20171367K,MA113,2
1,20084107K,EE111,2
1,20084107K,EM111,2
1,20084107K,MA143,2
1,20130042J,EE610,2
1,20100350H,MA185,2
1,20151218J,CB411,2
1,20151218J,MA123,2
1,20121196H,EE210,2
1,19790199J,CB525,2
1,19790199J,EE637,2
1,20141173C,EE635,2
1,20095511B,IT524,2
1,20104078K,EE214,2
1,20104078K,EE615,2
1,20124013A,EE610,2
1,20122530I,EE636,2
1,20170252E,FI204,2
1,20111214C,MA713,3
1,20041109A,EM111,2
1,20021139B,EM111,2
1,20162626G,MA123,2
1,20140444C,IT213,2
1,20142629K,EC119,2
1,20142629K,EE635,2
1,20160192J,MA143,2
1,20160192J,MA713,2
1,20160636E,MA123,2
1,20142023E,EE112,2
1,20014010H,EE610,10
1,20140504F,EE112,2
1,20130050B,EE341,2
1,20142183B,EC119,2
1,20162747I,FI204,2
1,20170421A,MA123,2
1,20170421A,MA124,2
1,20171351G,MA113,2
1,20131442A,EE610,2
1,20171452H,MA113,2
1,20162096H,MA133,2
1,20171463J,CB411,2
1,20120405B,FI904,2
1,20120210G,EE616,2
1,20152200G,MA143,2
1,20131209E,MA133,2
1,20131209E,MA611,2
1,20131209E,MA713,2
1,20131418C,EC119,2
1,20131418C,MA195,2
1,20140197F,EC119,2
1,20162600H,FI204,2
1,20162600H,MA123,2
1,20142676I,EE131,2
1,20162616A,MA133,2
1,19961180F,EE521,2
1,20152198B,MA133,2
1,20152198B,MA195,2
1,20062028K,EE112,2
1,20062028K,EE523,2
1,20171277A,CB411,2
1,20131311D,EC119,2
1,20172619C,CB411,2
1,20172619C,FI203,2
1,20141368I,MA185,2
1,20172579A,FI203,2
1,20172579A,MA114,2
1,20160341E,MA195,2
1,20131078H,CB411,2
1,20131078H,MA123,2
1,20131078H,MA124,2
1,20170491J,FI204,2
1,20142012C,HH221,2
1,20171224E,CB411,2
1,20041011A,EC119,6
1,19981117H,EE341,2
1,19981117H,HH221,2
1,20170435B,MA123,2
1,20161316D,MA611,2
1,20112551C,EE423,2
1,20112551C,EE514,2
1,20112551C,EE635,2
1,20112124H,IT524,2
1,20171258G,FI203,2
1,20171258G,MA113,2
1,20082070B,IT514,2
1,20100230B,EE214,2
1,20100230B,EE441,2
1,20100230B,EE521,2
1,20072170D,EC312,2
1,20142730C,EC312,2
1,20101357F,ES811,2
1,20101357F,ES914,2
1,20140448I,EF512,2
1,20112624K,EC711,2
1,20040332I,EA911,11
1,20040332I,ES911,10
1,20040332I,ES912,10
1,20062629D,EF811,2
1,20091346G,EC711,2
1,20132214B,EA513,2
1,20132214B,EC421,2
1,20132214B,EC511,2
1,20161483H,EC113,2
1,20090366D,EA812,2
1,20151426A,EA352,2
1,20130498C,EA113,2
1,20130498C,EC514,2
1,20130498C,ES613,2
1,20120420A,ES722,2
1,20162725E,EA352,2
1,20070364F,ED011,3
1,20107043C,EC421,2
1,20132228C,ES721,2
1,20132228C,ES722,2
1,20124125D,EC613,2
1,20124125D,ES612,2
1,20152153I,EC113,2
1,20040274I,EA613,4
1,20040274I,EC511,7
1,20040274I,EF611,2
1,19991163B,EC118,19
1,19991163B,EC711,17
1,20084553K,EA025,2
1,20084553K,ES722,2
1,20071324H,EA822,2
1,20071324H,EA921,2
1,20101368H,ES722,2
1,20161302C,EC118,2
1,20150489J,EF512,2
1,20160236G,EC419,2
1,19790701G,EA411,10
1,19790701G,EA614,10
1,19790701G,EC312,19
1,20151423B,ED111,2
1,20121392A,EA513,2
1,20111311I,EC421,2
1,20111311I,EC511,2
1,20114139B,EA713,2
1,20114139B,EC615,2
1,20131362H,ES311,2
1,20090414I,ES722,2
1,20080161K,ES412,2
1,20170423D,EC118,2
1,20132615G,EC514,2
1,20132615G,EC613,2
1,20142731J,EC512,2
1,20120339J,EC421,2
1,20120339J,ED351,2
1,20131344J,EC613,2
1,20140291B,EC419,2
1,20151276J,EC420,2
1,20120025E,EA612,2
1,20011277C,ES411,12
1,20161136F,EC118,2
1,20020279E,EA021,2
1,20144091H,EA351,2
1,20122178C,EA551,2
1,20121273B,EA812,2
1,20121273B,EC723,2
1,20162653D,EA352,2
1,20160706C,EC420,2
1,20042117H,EB513,11
1,20160394A,EC118,2
1,20142656H,EC512,2
1,20110360F,EB411,2
1,20121442I,ES722,2
1,20161457G,EC113,2
1,20170004A,EC118,2
1,20124544G,EC615,2
1,20162218F,EC312,2
1,20132122K,EC419,2
1,20160728G,EA313,2
1,20160728G,EB512,2
1,20151373E,EC419,2
1,20162221G,EC113,2
1,20162221G,EC118,2
1,20162221G,EC312,2
1,20160511H,EA113,2
1,20160511H,EC215,2
1,20160511H,ED111,2
1,20160511H,ED114,2
1,0,ED132,2
1,20072670G,EA612,2
1,20172253I,EB112,2
1,20111294G,EC711,2
1,20151249B,EA411,2
1,20101383G,ES913,3
1,20141514E,EA351,2
1,20161402H,ED351,2
1,20121382F,ES722,2
1,20041271C,EC118,2
1,20161435C,ED351,2
1,20112662J,EA822,2
1,20112662J,EA913,2
1,20112662J,EA914,2
1,20112662J,EF011,2
1,20102190H,ES613,2
1,19930244B,EB112,2
1,20160536K,ED114,2
1,20144124C,EC512,2
1,20080350H,EC419,2
1,20071328C,EA713,2
1,20071328C,ED011,2
1,20112653K,EA011,2
1,20160732D,EC113,2
1,20160732D,EC118,2
1,20160732D,EC312,2
1,20042633F,ES815,2
1,20151366I,EA352,2
1,20152753F,ES411,2
1,20162724I,EC118,2
1,20072203J,EA021,3
1,20120343G,EA551,2
1,20120343G,EB512,2
1,20120343G,EB513,2
1,20120343G,EC419,2
1,20131237I,EA612,2
1,20131237I,EA614,2
1,20131237I,EC616,2
1,20112529H,EA812,2
1,20022616I,ED132,2
1,20121450A,EC615,2
1,20121450A,EC616,2
1,20121450A,EF511,2
1,20121336D,EA812,2
1,20150398D,EA513,2
1,20150398D,EC512,2
1,20152707D,EA411,2
1,20160729C,EB112,2
1,20160729C,EC118,2
1,20160729C,ED110,2
1,20160729C,ED114,2
1,20150515K,EA452,2
1,20162727H,ED132,2
1,20162727H,ED351,2
1,20097015B,EA813,2
1,20072199B,EA513,5
1,20072199B,ED111,11
1,20151286E,GE001,2
1,20172620A,BMA02,2
1,20120211C,GE153,2
1,20120211C,GE201,2
1,20120211C,GE520,2
1,20171290H,BMA02,2
1,20161297J,GE001,2
1,20110320D,GE821,2
1,20110320D,GE901,2
1,20110320D,GE920,2
1,20154081E,GE413,2
1,20154081E,ME212,2
1,20081215G,GE114,2
1,20040303I,ME523,2
1,20142660E,ME311,2
1,20141206I,GE312,2
1,20162103D,GE413,2
1,20134067G,GE265,2
1,20134067G,GE732,2
1,20134067G,GE915,2
1,20134067G,HH115,2
1,20170347F,BFI01,2
1,20170347F,BRC01,2
1,20160235K,GE001,2
1,20160464J,GE001,2
1,20140376H,ME315,2
1,20150063B,ME212,2
1,20164169B,GE413,2
1,20141160I,ME315,2
1,20010337B,GE120,2
1,20052620D,GE265,2
1,20171457J,BMA01,2
1,20130240F,GE643,2
1,20130240F,GE733,2
1,20134147K,ME524,2
1,20142200D,GE001,2
1,20134097C,GE265,2
1,20134097C,GE643,2
1,19930362E,ME524,2
1,19930362E,ME525,2
1,20162619K,GE001,2
1,20130291J,ME525,2
1,20160617K,GE413,2
1,20020373A,ME420,2
1,20134029H,GE001,2
1,20134029H,ME211,2
1,20141276G,ME315,2
1,20177511F,BRC01,2
1,20164073E,GE413,2
1,20114178H,ME525,2
1,20065504H,GE283,2
1,20171296F,BMA02,2
1,20172688E,BMA01,2
1,20172626J,BMA01,2
1,20171314D,BMA02,2
1,20121357A,ME424,2
1,20151291I,GE001,2
1,20160626J,GE413,2
1,20172681K,BMA02,2
1,20041280B,GE323,4
1,20041280B,ME429,2
1,19844074E,MI125,2
1,20171436B,BMA01,2
1,20172227H,BRC01,2
1,20102637B,GE801,2
1,20102637B,GE901,2
1,20112089H,MA731,2
1,20171528D,BMA01,2
1,20170535G,BRC01,2
1,20060121C,GE413,2
1,20131028K,GE153,2
1,20121279K,MI102,2
1,20154543I,ME212,2
1,20120306D,GE163,2
1,20171097C,BMA02,2
1,20171208J,BMA02,2
1,20091227H,GE915,2
1,20120113A,GE643,2
1,20171477K,BFI01,2
1,20171477K,BMA01,2
1,20171477K,BQU01,2
1,20171530I,BMA01,2
1,20140187K,GE001,2
1,20162567K,CB131,2
1,20132059G,ST123,2
1,20141034C,ST113,2
1,20141034C,TP213,2
1,20132067J,GP515,2
1,20112054J,ST214,2
1,20120168K,CB132,2
1,20110006H,ST205,2
1,20110006H,ST236,2
1,20110006H,ST285,2
1,20140006F,ST214,2
1,20164068A,ST113,2
1,20162166F,ST221,2
1,20124058E,ST295,2
1,20124058E,ST344,2
1,20132084A,GP555,2
1,20162074D,CB132,2
1,20102178H,ST205,2
1,20071034J,CB313,2
1,20021105K,TP224,12
1,20170130G,CB111,2
1,20131212F,TP203,2
1,20110076F,ST214,2
1,20151040F,CB112,2
1,20151040F,HS131,2
1,20141180J,CB312,2
1,20142078D,ST203,2
1,20111091I,ST124,2
1,20111091I,ST231,2
1,20111091I,ST235,2
1,20162122I,CB312,2
1,20162122I,ST113,2
1,20102004J,TP203,2
1,20102004J,TP302,2
1,20124007A,ST264,2
1,20011281K,GP122,2
1,20161251J,CB402,2
1,20152171G,ST113,2
1,20101214K,ST235,2
1,20100242K,ST214,2
1,20020050H,ST123,2
1,20140305C,CB111,2
1,20140305C,CB302,2
1,20160048F,GP202,2
1,20152619H,GP203,2
1,20137506A,CB312,2
1,20072533J,GP515,2
1,20072533J,GP525,2
1,20072533J,ST205,2
1,20072533J,ST231,3
1,20072533J,ST334,2
1,20164121J,CB132,2
1,20164121J,CB402,2
1,20140064F,GP223,2
1,20151242H,ST113,2
1,19800293C,CB402,6
1,20162563E,CB302,2
1,20060109C,ST285,2
1,20174131H,HS101,2
1,20131317B,CB302,2
1,20080086I,CB112,2
1,20110208J,ST123,2
1,20160294G,CB222,2
1,20111242G,ST114,2
1,19992506K,ST114,2
1,19992506K,ST334,2
1,20160178G,CB122,2
1,20090194I,ST275,2
1,20092078F,ST113,2
1,20140116F,CB312,2
1,20160036H,GP202,2
1,20160036H,TP302,2
1,20141112D,GP203,2
1,20120108H,CB142,2
1,20120108H,GP202,2
1,20120108H,ST111,2
1,20120108H,TP302,2
1,20100266G,ST295,2
1,20114077G,TP224,2
1,20160291H,CB132,2
1,20160291H,CB312,2
1,20151016H,ST113,2
1,20122071D,GP314,2
1,20162610C,CB111,2
1,20110212G,ST214,2
1,20110212G,ST334,2
1,20150241H,CB412,2
1,20150241H,ST113,2
1,20094508H,ST295,2
1,20131037J,GP114,2
1,20130232C,ST235,2
1,20171112B,HS111,2
1,20171112B,TP301,2
1,20072512B,CB143,2
1,20171240K,HS101,2
1,20140120C,GP223,2
1,20101102H,TP123,2
1,20142540J,CB132,2
1,20142540J,HS121,2
1,20161091B,CB111,2
1,20161091B,CB131,2
1,20161091B,ST221,2
1,20050022B,GP205,2
1,20050022B,GP244,3
1,20050022B,ST264,2
1,20122524I,GP545,2
1,20132563G,GP154,2
1,20130168C,GP235,2
1,20147502I,GP203,2
1,20142093C,CB402,2
1,20142093C,TP302,2
1,20080087E,ST214,2
1,20167511C,CB112,2
1,20167511C,CB313,2
1,20167511C,ST203,2
1,20130152J,GP202,2
1,20140252G,ST124,2
1,20131083A,GP113,2
1,20121213J,GP203,2
1,20152075H,HS141,2
1,20114001K,GP203,2
1,20114001K,TP503,2
1,20101068D,TP414,2
1,20110118K,ST285,2
1,20161181A,CB402,2
1,20131328D,ST214,2
1,20121086H,GP555,2
1,20072538A,HS102,2
1,20072538A,ST334,2
1,20142159D,ST334,2
1,20167516E,CB112,2
1,20167516E,CB302,2
1,20167516E,HS131,2
1,20152628G,CB302,2
1,20152628G,HS131,2
1,20152628G,ST202,2
1,20170296B,ST103,2
1,20122079E,ST124,2
1,20090264G,TP123,2
1,20120206J,CB312,2
1,20120206J,GP202,2
1,20111072D,GP235,2
1,20102599C,GP525,2
1,20171013D,HS101,2
1,20070179D,ST124,2
1,20151042I,ST113,2
1,20032559H,GP235,2
1,20041122H,GP555,5
1,20041122H,TP254,2
1,20154093C,CB312,2
1,20154093C,ST113,2
1,20110020K,ST235,2
1,20110020K,ST414,2
1,20151195J,CB302,2
1,20142582D,TP224,2
1,20161040I,CB402,2
1,20141102I,ST222,2
1,20141102I,TP103,2
1,20152069H,ST203,2
1,20151217C,ST113,2
1,20162590B,HS121,2
1,20162590B,ST103,2
1,20151060G,ST203,2
1,20107019E,ST123,2
1,20141092C,HS131,2
1,20141092C,TP302,2
1,20120188A,CB142,2
1,20120188A,CB412,2
1,20062043J,ST255,2
1,20062043J,ST295,2
1,20172558D,HS101,2
1,20162537D,CB222,2
1,20162537D,CB402,2
1,20162537D,HS121,2
1,20142539A,TP302,2
1,20171292K,HS101,2
1,20092035E,CB222,11
1,20092035E,HS131,7
1,20072531G,ST415,2
1,20080102D,GP234,2
1,20171113I,TP301,2
1,20131224D,GP314,2
1,20092525B,ST205,2
1,20077510H,ST124,2
1,20140153I,GP203,2
1,20091256H,TP505,2
1,20130242I,GP203,2
1,20130242I,ST123,2
1,20092577B,ST114,2
1,20091157J,ST205,2
1,20072045E,ST255,2
1,20072045E,ST285,2
1,20160614A,CB312,2
1,20160245F,ST202,2
1,20151223C,ST222,2
1,20151223C,TP302,2
1,20160244J,HS131,2
1,20132571J,ST113,2
1,20031179G,GP235,2
1,20010076D,HS404,11
1,20010076D,ST275,2
1,20160023C,CB312,2
1,20161080K,CB402,2
1,20160268F,CB221,2
1,20160268F,CB402,2
1,20092075G,CB132,7
1,20092075G,CB402,9
1,20101147A,GP244,2
1,20150125H,CB132,2
1,20150125H,CB402,2
1,20082588A,TP213,2
1,20091194B,GP525,2
1,20140018D,TP224,2
1,20152574D,TP213,2
1,20092616H,ST205,2
1,20162579I,CB132,2
1,20162579I,CB402,2
1,20154010K,GP234,2
1,20170188E,HS101,2
1,20170188E,TP301,2
1,20110107I,ST214,2
1,20081168I,GP154,2
1,20081168I,GP245,2
1,20081168I,GP545,2
1,20081168I,TP314,2
1,20081168I,TP505,2
1,20170261D,TP301,2
1,20150212H,ST202,2
1,20162526B,HS131,2
1,20162526B,ST111,2
1,20164511B,CB402,2
1,20164511B,HS121,2
1,20164511B,ST202,2
1,20111102K,ST124,2
1,20111102K,ST214,2
1,20132692A,GP234,2
1,20132692A,TP123,2
1,20171293G,HS101,2
1,20120294F,ST123,2
1,20120294F,ST133,2
1,20151155H,HS131,2
1,20151155H,ST222,2
1,20111260E,ST205,2
1,20100130H,ST285,2
1,20171027E,GP101,2
1,20171027E,HS101,2
1,20171027E,HS111,2
1,20177012J,CB222,2
1,19840032F,GP525,4
1,20171217I,HS101,2
1,20032551G,ST285,2
1,20150059E,CB112,2
1,20150059E,CB222,2
1,20150059E,HS121,2
1,20150059E,HS141,2
1,20120263C,GP314,2
1,20101128G,ST274,2
1,20172524B,HS111,2
1,20111203A,ST205,2
1,20102062J,ST202,2
1,20051068F,ST203,5
1,20032555B,ST235,2
1,20092587H,ST205,2
1,20121387H,GP234,2
1,20144153C,TP301,2
1,20121199G,ST203,2
1,20130039I,ST205,2
1,19991103J,GP324,4
1,20170035D,HS101,2
1,20144529C,ST124,2
1,20021088I,ST205,7
1,20153004G,ST113,2
1,20141029J,CB402,2
1,20141029J,GP112,2
1,20120095C,GP244,2
1,20120095C,GP314,2
1,20120095C,GP404,2
1,20141252K,MB147,2
1,20172163J,MB224,2
1,20172163J,MC510,2
1,20160123H,MC509,2
1,20174029I,MC112,2
1,20174029I,MC401,2
1,20174029I,MC502,2
1,20041045C,MT516,2
1,20151103H,ML202,2
1,20130372J,MV214,2
1,20171175D,MB223,2
1,20144533K,MC337,2
1,20171328E,MB223,2
1,20022520A,MN163,2
1,20161065A,MB613,2
1,20127046H,MB224,2
1,20127046H,MB545,3
1,20150110K,MB155,2
1,20150110K,ML140,2
1,19970072H,MN310,15
1,19970072H,MT227,4
1,20130250A,MB148,2
1,20130250A,MB613,2
1,20130250A,MC114,2
1,20130250A,MC512,2
1,20142040G,MC338,2
1,20040234G,ML713,2
1,20040234G,ML951,2
1,20160210H,MB226,2
1,19830007I,MB312,4
1,19830007I,MC401,5
1,19830007I,MC502,5
1,20172585A,MB312,2
1,20172585A,MC502,2
1,20111226A,MB536,2
1,20132652J,MB155,2
1,20132652J,MN216,2
1,20112596G,ML202,2
1,20172704K,MB223,2
1,20161056B,MC114,2
1,20161056B,MS112,2
1,20150004F,ML202,2
1,20150004F,ML831,2
1,20150004F,MT127,2
1,19841273G,ML214,2
1,20134020K,MC589,2
1,20134020K,MN136,2
1,20170343K,MB224,2
1,20121010A,MN114,2
1,20162127K,MB613,2
1,20152622I,ML114,2
1,19990327A,MC324,3
1,20160646K,MB146,2
1,20160646K,MB223,2
1,20160646K,MC502,2
1,20152566A,MC338,2
1,20171058H,MB146,2
1,20171058H,MB312,2
1,20171058H,MB844,2
1,20120317F,MV615,2
1,20160299I,ML114,2
1,20161160D,MC112,2
1,20122081J,MB536,2
1,20122081J,MC324,2
1,20122081J,MN217,2
1,20130045I,MN310,2
1,20155505C,MT235,2
1,20140183E,MC417,2
1,20131354E,MB613,2
1,19801212G,MN136,2
1,20121435B,MV211,2
1,20131044F,MN232,2
1,20131044F,MT736,2
1,20151308I,MB148,2
1,20151308I,MB545,2
1,20171232H,MB223,2
1,20171232H,MB312,2
1,20171232H,MC502,2
1,20160146H,MB155,2
1,20161168E,MC114,2
1,20161168E,MS112,2
1,20150156K,ML140,2
1,20121183C,MN217,2
1,20132535C,MC571,2
1,20132535C,MT136,2
1,20130010K,MS112,2
1,20112686F,ML140,2
1,20127016A,ML214,2
1,20130229B,MB536,2
1,20175020E,MB545,2
1,20175020E,MC502,2
1,20140132A,MB165,2
1,20152549J,MB155,2
1,20152549J,MC510,2
1,20134548E,XA100,1
1,20134548E,XA100,1
1,20142075E,MC324,2
1,20112120B,MV643,2
1,20112093E,MC612,2
1,20162530J,MB226,2
1,20141222D,ML114,2
1,20170285K,MB165,2
1,20020312B,MC589,2
1,20160201I,MB224,2
1,20062563C,MC601,2
1,20164164K,MB165,2
1,20164164K,MC114,2
1,20172705G,MB223,2
1,20160150E,MB155,2
1,20160150E,ML140,2
1,20160150E,MN121,2
1,20131161B,MV461,2
1,20140095I,ML831,2
1,20164039A,MB545,2
1,20164039A,ML140,2
1,20130167G,ML511,2
1,20164521H,MC510,2
1,20160064A,MC338,2
1,20160064A,MC361,2
1,20160064A,ML140,2
1,20174135C,MB146,2
1,20174135C,MB223,2
1,20071176I,MN464,2
1,20174032J,MB147,2
1,20174032J,MB165,2
1,20102558E,MC585,2
1,20141188K,MB147,2
1,20141188K,MC401,2
1,20160219E,MC401,2
1,20114086F,MC337,2
1,20127037I,ML140,2
1,20140309I,MC325,2
1,20130509E,MC509,2
1,20140500K,MC338,2
1,20172597J,MB223,2
1,20120191B,MB545,3
1,20161067D,MC509,2
1,20091141F,MV643,2
1,20120145K,MB155,2
1,20120145K,MN217,2
1,20160234D,MC510,2
1,20170311A,MB147,2
1,19970413J,ML140,22
1,19800195A,MC589,2
1,20152583C,MB148,2
1,20152583C,MB613,2
1,20142664K,MN204,2
1,20120166H,ML839,2
1,20120166H,MN310,2
1,20124017G,MT736,2
1,20174005B,MB147,2
1,20152125E,MN217,2
1,20094059I,MB224,2
1,20142084D,MC510,2
1,20162059E,MB155,2
1,20162611J,MC112,2
1,20121073C,ML214,2
1,20143002A,MN114,2
1,20160654C,MB613,2
1,20171029H,MC505,2
1,20132664H,MB224,2
1,20132664H,MC401,2
1,20152009E,MN204,2
1,20130378H,MV435,2
1,20171177G,MC502,2
1,20160233H,MB148,2
1,20092100A,MC589,2
1,20172048F,MB165,2
1,20172048F,MC509,2
1,20170262K,MC510,2
1,20112056B,MC751,2
1,20171209F,MB223,2
1,20171209F,MB312,2
1,20171209F,MC505,2
1,20160720F,MB148,2
1,20142616F,MC338,2
1,20142616F,MN204,2
1,20114127D,ML214,2
1,20171140F,MB223,2
1,20170086H,MS112,2
1,20161014H,MB148,2
1,20171148G,MB146,2
1,20171148G,MB223,2
1,20171148G,MB312,2
1,20171148G,MC502,2
1,20131022B,MB545,2
1,20131022B,MC338,2
1,20102132H,MC571,4
1,20171394H,MB223,2
1,20121098F,ML713,2
1,20170095G,MS112,2
1,20162011B,MC337,2
1,20172588K,MC502,2
1,20131306K,ML214,2
1,20154014F,MT235,2
1,20112523J,MT616,2
1,20132006K,MT616,2
1,20101277B,MV214,2
1,20090078I,MB148,2
1,20090078I,MB613,2
1,20090078I,MC114,2
1,20090078I,MC512,2
1,20161034I,MB148,2
1,20171495I,MV113,2
1,20081181E,ML202,2
1,20171247E,MB223,2
1,20171247E,MB312,2
1,20100216J,MB155,2
1,20160687I,MB147,2
1,20160687I,MS112,2
1,20121008G,ML202,2
1,20142620C,MB545,2
1,19741037J,ML244,2
1,20167009F,MB155,2
1,20151176E,MB165,2
1,20151176E,MC510,2
1,20071145F,ML713,2
1,20140418B,MN204,2
1,20051101C,ML951,2
1,20151112G,MB545,2
1,20075505G,ML214,2
1,20075505G,ML837,2
1,20075505G,MN116,17
1,20075505G,MN216,16
1,20131020J,MT136,2
1,20131020J,MT235,2
1,20151362C,MC337,2
1,20142007J,ML202,2
1,20142007J,MT235,2
1,20142007J,MT417,2
1,20142208E,MC338,2
1,20160077F,MC337,2
1,20165027G,MT235,2
1,20111165B,MB147,2
1,20111165B,MB165,2
1,20111165B,MC510,2
1,20092613I,ML830,2
1,20092613I,MV214,2
1,20130108K,MT818,2
1,20142550E,MN217,2
1,20120138D,MB545,2
1,20120138D,MS112,2
1,20100207K,ML313,2
1,20170437E,MB223,2
1,20170437E,MC502,2
1,19830251G,MB312,9
1,20122590A,ML114,2
1,20142600B,MN116,2
1,20142600B,MS213,2
1,20092076C,ML214,2
1,20035501K,MT221,2
1,20177502G,MC505,2
1,20177502G,MS112,2
1,20140315I,MB148,2
1,20140315I,MC114,2
1,20140315I,MC337,2
1,20130279J,MB536,2
1,19940133I,MN314,2
1,20112519B,MT736,2
1,20132162B,ML511,2
1,20132162B,MN136,2
1,20131049H,MT136,2
1,20131049H,MT235,2
1,20142508I,MT227,2
1,20132517E,MC571,2
1,20132517E,MT136,2
1,20132517E,MT242,2
1,20132517E,MT736,2
1,20131189D,MV615,2
1,20171061I,MB223,2
1,20171061I,MC505,2
1,20172051G,MB147,2
1,20172051G,MB165,2
1,20172051G,MC112,2
1,20172051G,MC401,2
1,20172051G,MC510,2
1,20160187F,MB613,2
1,20132675J,MB155,2
1,20171422A,MB146,2
1,20171422A,MB223,2
1,19820910H,ML202,2
1,20164060K,MC337,2
1,20164548C,MB147,2
1,20131254K,MV211,3
1,20142035C,MB155,2
1,20142035C,MB613,2
1,20142035C,MC338,2
1,20161057I,MB545,2
1,20121379E,MV615,2
1,20170269E,MB165,2
1,20170269E,MB224,2
1,20141205B,MB536,2
1,20141205B,MN204,2
1,20100039K,MT247,2
1,20081072A,MB226,2
1,20081072A,MC337,8
1,20034509H,MN310,2
1,19970194F,MN114,6
1,20120267I,MB155,2
1,20141146F,ML140,2
1,20121350G,MV615,2
1,20140023H,MB545,2
1,20140023H,MC401,2
1,20140023H,MC509,2
1,20140023H,ML140,2
1,20150170C,ML140,2
1,20153507I,ML202,2
1,20101165J,MN153,2
1,20111122A,MS311,2
1,20111122A,MT616,2
1,20092041E,ML511,2
1,20102057F,MC234,2
1,20153508E,MB148,2
1,20153508E,MC509,2
1,20160256H,MB545,2
1,19942048I,ML611,2
1,19942048I,MN136,2
1,20170217E,MC112,2
1,20161206D,MC510,2
1,19942083I,MN232,10
1,20150527I,MB155,2
1,20124054J,MC213,2
1,20122131G,MC115,2
1,20170393H,MB224,2
1,20102616E,MV461,2
1,20072078K,MB155,10
1,19970288K,ML611,2
1,19970288K,ML830,2
1,20160767B,MB224,2
1,20160767B,MB545,2
1,20132108H,ML214,2
1,20147501B,ML202,2
1,20147501B,MT235,2
1,20147501B,MT247,2
1,20147501B,MT516,2
1,20141165K,MC571,2
1,20100103K,MB224,2
1,20100103K,MC510,2
1,20100259K,MV615,2
1,20151182E,MC510,2
1,20132010H,MT818,2
1,20144019E,ML214,2
1,20144019E,MN232,2
1,20097026D,ML713,2
1,20097026D,MS311,2
1,20101074D,MB158,2
1,20170366K,MB147,2
1,19800680G,ML214,2
1,20171210D,MC502,2
1,20091091I,MS311,2
1,20151227I,MB224,2
1,20130448F,MB155,2
1,20130448F,MC510,2
1,20150119H,MC114,2
1,20165523D,MC510,2
1,20170278D,MB147,2
1,20170278D,MC401,2
1,20170278D,MC510,2
1,20132146G,MB536,2
1,20132146G,MC324,2
1,20042517F,MN204,7
1,20140189C,MN114,2
1,20140189C,MN216,2
1,20142632A,MB536,2
1,20132037C,MT227,2
1,19850219A,MB613,20
1,20161308A,MC401,2
1,20120235J,MV615,2
1,20152548C,MB545,2
1,20112558H,ML214,2
1,20112558H,ML839,2
1,20111210H,MS311,2
1,20111210H,MS525,2
1,20152040J,MN217,2
1,20132609G,MC571,2
1,20050089J,MN310,2
1,20050089J,MT136,2
1,20151470K,MB148,2
1,20141082H,ML140,2
1,20171083B,MC502,2
1,20021068H,MN136,2
1,20162088E,MB155,2
1,20162088E,MC213,2
1,20152079C,MC417,2
1,20152079C,ML140,2
1,20132659D,PI135,2
1,20132659D,PQ423,2
1,20091384F,PQ222,2
1,20160763G,PM212,2
1,19900273D,PP424,6
1,20160772F,PG221,2
1,20094162D,HC516,2
1,20094162D,PP321,2
1,20094162D,PP522,2
1,20152657G,PQ122,2
1,20091263D,PM211,2
1,20091263D,PP212,2
1,20132668C,PQ423,2
1,20150433D,PF211,2
1,20150467F,PP321,2
1,20120287J,PH511,2
1,20120287J,PP421,2
