enterga,codcur,codalu,nveces,codperiodo,codcar
1,MA611,20141076H,2,2019I,L3
1,CB525,19981179C,2,2019I,L3
1,EC119,20120126F,2,2019I,L3
1,EC119,20142183B,2,2019I,L3
1,CB411,20161458C,2,2019I,L3
1,EC119,20131418C,2,2019I,L3
1,MA195,20152198B,2,2019I,L3
1,EC119,20131311D,2,2019I,L3
1,CI101,20172619C,2,2019I,L3
1,EE112,20141368I,2,2019I,L3
1,MA195,20160341E,2,2019I,L3
1,MA195,20161316D,2,2019I,L3
1,BMA01,20180503K,2,2019I,E1
1,BMA01,20171428J,2,2019I,E1
1,BIC01,20172745I,2,2019I,E1
1,BFI01,20171389D,2,2019I,E1
1,BMA01,20184160K,2,2019I,E1
1,BIC01,20180379H,2,2019I,E1
1,BMA01,20170207J,2,2019I,E1
1,ES914,19970362F,2,2019I,E2
1,EF012,20101284I,2,2019I,E3
1,ES722,20120420A,2,2019I,E3
1,ES721,20132228C,2,2019I,E3
1,ES722,20101368H,2,2019I,E3
1,EF012,20051281A,2,2019I,E3
1,BIC01,20182229C,2,2019I,E3
1,ES914,20134174H,2,2019I,E3
1,EF012,20060312C,2,2019I,E3
1,BIC01,20180598A,2,2019I,E3
1,BMA01,20172763G,2,2019I,E3
1,ES815,20042633F,2,2019I,E3
1,MA352,20170401K,2,2019I,G1
1,GE413,20160297F,2,2019I,G1
1,FI345,20170302B,2,2019I,G1
1,GE114,20081215G,2,2019I,G1
1,GE643,20101202B,2,2019I,G1
1,FI456,20154082A,2,2019I,G1
1,EC115,20121309G,2,2019I,G1
1,BMA12,20184119K,2,2019I,G1
1,BMA02,20171314D,2,2019I,G1
1,GE901,20121204K,2,2019I,G1
1,BMA02,20172681K,2,2019I,G1
1,BMA02,20170260H,2,2019I,G1
1,BDI21,20171097C,2,2019I,G1
1,GE413,20160613E,2,2019I,G1
1,GE265,20112130H,2,2019I,G1
1,MI570,20002174K,2,2019I,G1
1,ME523,19890021H,2,2019I,G2
1,BMA02,20170453K,2,2019I,G2
1,ME421,20130503G,2,2019I,G2
1,ME421,20114567D,2,2019I,G2
1,BEG01,19770416E,2,2019I,G2
1,ME321,20132187E,2,2019I,G2
1,FI345,20150294D,2,2019I,G2
1,BMA02,20170592K,2,2019I,G2
1,BMA02,20170560A,2,2019I,G2
1,FI345,20170504D,2,2019I,G2
1,ME525,19930362E,2,2019I,G2
1,MA473,20072135D,2,2019I,G2
1,ME467,20020373A,2,2019I,G2
1,BEF01,20140131E,2,2019I,G2
1,FI334,20120164E,2,2019I,G2
1,ME424,20121402G,2,2019I,G2
1,BMA02,20160764C,2,2019I,G2
1,ME424,20121357A,2,2019I,G2
1,FI345,20132699F,2,2019I,G2
1,BEG01,20041280B,2,2019I,G2
1,GE001,20162738J,2,2019I,G2
1,MA352,20170603B,2,2019I,G2
1,ME487,20130404I,2,2019I,G2
1,ME420,20140523K,2,2019I,G2
1,GE001,20170474H,2,2019I,G2
1,MA363,20164542E,2,2019I,G2
1,ME525,20012124F,2,2019I,G2
1,GE001,20160678J,2,2019I,G2
1,GE001,20170543J,2,2019I,G2
1,GE001,20175522K,2,2019I,G2
1,BFI22,20170405F,2,2019I,G2
1,FI345,20151382D,2,2019I,G2
1,BMA02,20171290H,2,2019I,G3
1,MA681,20142569H,2,2019I,G3
1,TM527,20175506E,2,2019I,G3
1,BEF01,20151160A,2,2019I,G3
1,BEF01,20000405E,2,2019I,G3
1,GE153,20111211D,2,2019I,G3
1,BFI22,20140184A,2,2019I,G3
1,FI345,20161247B,2,2019I,G3
1,GE323,20110049I,2,2019I,G3
1,ME211,20134029H,2,2019I,G3
1,MI636,20111264K,2,2019I,G3
1,ME315,20141295A,2,2019I,G3
1,FI345,20164144J,2,2019I,G3
1,BIC01,20160626J,2,2019I,G3
1,BQU01,20130222H,2,2019I,G3
1,BDI21,20170408E,2,2019I,G3
1,FI345,20160179C,2,2019I,G3
1,FI675,20122586D,2,2019I,G3
1,BMA02,20162602K,2,2019I,G3
1,GE511,20104149E,2,2019I,G3
1,BFI01,20184126G,2,2019I,G3
1,BEF01,20142051I,2,2019I,G3
1,FI456,20142614C,2,2019I,G3
1,BEF01,20110075J,2,2019I,G3
1,TP254,20131222A,2,2019I,I1
1,TP213,20162068D,2,2019I,I1
1,GP123,20162094E,2,2019I,I1
1,ST113,20152093F,2,2019I,I1
1,GP545,20130144G,2,2019I,I1
1,HS204,20124007A,2,2019I,I1
1,GP314,20101017K,2,2019I,I1
1,FB101,20180094C,2,2019I,I1
1,GP234,20020050H,2,2019I,I1
1,ST113,19942529G,2,2019I,I1
1,GP314,20137510I,2,2019I,I1
1,TP224,20131244E,2,2019I,I1
1,BEF01,20180100C,2,2019I,I1
1,GP545,20122597F,2,2019I,I1
1,TP224,20122602J,2,2019I,I1
1,ST222,19930131C,2,2019I,I1
1,TP254,20131037J,2,2019I,I1
1,BMA01,20171112B,2,2019I,I1
1,GP223,20151193G,2,2019I,I1
1,TP505,20130117J,2,2019I,I1
1,ST264,20050022B,2,2019I,I1
1,GP203,20001058G,2,2019I,I1
1,GP114,20140380E,2,2019I,I1
1,GP244,20130168C,2,2019I,I1
1,CB312,20032549B,2,2019I,I1
1,ST123,20082542A,2,2019I,I1
1,ST123,20141033G,2,2019I,I1
1,GP555,20110036D,2,2019I,I1
1,GP535,20121040H,2,2019I,I1
1,TP224,20142546H,2,2019I,I1
1,ST221,20171105F,2,2019I,I1
1,TP224,20142570F,2,2019I,I1
1,GP314,20140078G,2,2019I,I1
1,BMA01,20180030E,2,2019I,I1
1,GP154,20110406F,2,2019I,I1
1,TP314,20111072D,2,2019I,I1
1,GP235,20110030F,2,2019I,I1
1,GP515,20112603C,2,2019I,I1
1,GP133,20061186A,2,2019I,I1
1,ST124,19971072A,2,2019I,I1
1,GP314,20141077D,2,2019I,I1
1,TP302,20160280F,2,2019I,I1
1,TP404,20144095C,2,2019I,I1
1,CB312,20101105G,2,2019I,I1
1,ST113,20160176D,2,2019I,I1
1,CB312,20142539A,2,2019I,I1
1,ST123,19851078B,2,2019I,I1
1,GP535,20092577B,2,2019I,I1
1,TP314,20102097H,2,2019I,I1
1,GP535,20031179G,2,2019I,I1
1,FB101,20184091I,2,2019I,I1
1,TP505,20091194B,2,2019I,I1
1,ST221,20151165C,2,2019I,I1
1,GP555,20091152H,2,2019I,I1
1,GP154,20081168I,2,2019I,I1
1,TP224,20134023J,2,2019I,I1
1,TP314,20121103J,2,2019I,I1
1,CB312,20162512A,2,2019I,I1
1,GP154,20142092G,2,2019I,I1
1,ST113,20142511J,2,2019I,I1
1,ST221,20174518J,2,2019I,I1
1,BRC01,20182058D,2,2019I,I1
1,BMA01,20184142B,2,2019I,I1
1,FB101,20172524B,2,2019I,I1
1,GP545,20082061C,2,2019I,I1
1,GP112,20152052H,2,2019I,I1
1,GP123,20160305I,2,2019I,I1
1,ST222,20161022K,2,2019I,I1
1,GP535,20061185E,2,2019I,I1
1,BMA01,20180235F,2,2019I,I1
1,GP555,19942526H,2,2019I,I1
1,ST114,20142088J,2,2019I,I1
1,ST236,20014512C,2,2019I,I2
1,ST232,20160037D,2,2019I,I2
1,ST205,20132067J,2,2019I,I2
1,BIC01,20182028H,2,2019I,I2
1,GP555,20121242J,2,2019I,I2
1,ST124,20040070D,2,2019I,I2
1,ST123,20130182F,2,2019I,I2
1,ST236,20111251F,2,2019I,I2
1,ST236,20111063E,2,2019I,I2
1,ST414,20121112I,2,2019I,I2
1,FB101,20182120A,2,2019I,I2
1,GP304,20004001F,2,2019I,I2
1,HS131,20161003F,2,2019I,I2
1,ST295,19971008A,2,2019I,I2
1,ST202,20161251J,2,2019I,I2
1,GP515,20101214K,2,2019I,I2
1,ST205,20100242K,2,2019I,I2
1,CB122,20160048F,2,2019I,I2
1,FB101,20180105E,2,2019I,I2
1,CB122,20001052I,2,2019I,I2
1,ST236,20042563H,2,2019I,I2
1,CB312,20161266G,2,2019I,I2
1,CB312,20160136B,2,2019I,I2
1,ST285,20060109C,2,2019I,I2
1,HS131,20131317B,2,2019I,I2
1,ST203,20142626A,2,2019I,I2
1,ST114,19992506K,2,2019I,I2
1,GP304,19930034H,2,2019I,I2
1,GP235,20122071D,2,2019I,I2
1,ST295,20094508H,2,2019I,I2
1,GP304,20072512B,2,2019I,I2
1,ST213,20140120C,2,2019I,I2
1,ST275,20112594D,2,2019I,I2
1,ST133,20141261J,2,2019I,I2
1,CB313,20154124F,2,2019I,I2
1,ST123,20070203B,2,2019I,I2
1,ST334,20131366C,2,2019I,I2
1,ST235,20132657A,2,2019I,I2
1,ST295,20134049I,2,2019I,I2
1,GP515,20072538A,2,2019I,I2
1,GP515,20132573B,2,2019I,I2
1,CB412,20160015K,2,2019I,I2
1,CB313,20102077G,2,2019I,I2
1,ST133,20071206E,2,2019I,I2
1,GP234,20122611I,2,2019I,I2
1,GP314,20070179D,2,2019I,I2
1,CB132,20164534B,2,2019I,I2
1,ST235,20060021I,2,2019I,I2
1,CB142,20152160E,2,2019I,I2
1,CB313,20152069H,2,2019I,I2
1,BQU01,20184070A,2,2019I,I2
1,CB312,20134561A,2,2019I,I2
1,CB412,20132102J,2,2019I,I2
1,ST221,20171243J,2,2019I,I2
1,FB101,20182104F,2,2019I,I2
1,ST231,20102127D,2,2019I,I2
1,FB101,20171101K,2,2019I,I2
1,ST324,20165026K,2,2019I,I2
1,ST202,20151292E,2,2019I,I2
1,GP102,20141193D,2,2019I,I2
1,BMA01,20184107B,2,2019I,I2
1,CB312,20152098H,2,2019I,I2
1,ST113,20152154E,2,2019I,I2
1,ST123,20081202B,2,2019I,I2
1,ST205,20042532E,2,2019I,I2
1,CB142,20144084A,2,2019I,I2
1,ST295,20100269F,2,2019I,I2
1,ST235,20140061G,2,2019I,I2
1,GP233,20064506G,2,2019I,I2
1,ST203,20131180G,2,2019I,I2
1,ST204,20062544I,2,2019I,I2
1,GP233,20132068F,2,2019I,I2
1,FB101,20180127I,2,2019I,I2
1,ST324,20112637E,2,2019I,I2
1,GP233,20142167G,2,2019I,I2
1,ST295,20020101A,2,2019I,I2
1,CB313,20151124E,2,2019I,I2
1,CB313,20121199G,2,2019I,I2
1,CB143,20131335K,2,2019I,I2
1,BMA01,20184061B,2,2019I,I2
1,GP233,20110220J,2,2019I,I2
1,BIC01,20180238E,2,2019I,I2
1,MN136,20145002I,2,2019I,M3
1,MB613,20160210H,2,2019I,M3
1,MB536,19730756J,2,2019I,M3
1,MS112,20161056B,2,2019I,M3
1,MN136,20110104J,2,2019I,M3
1,MC586,20111119K,2,2019I,M3
1,ML140,20160151A,2,2019I,M3
1,MN374,20130259I,2,2019I,M3
1,MC585,20121062A,2,2019I,M3
1,MC214,19890238G,2,2019I,M3
1,ML202,19972577J,2,2019I,M3
1,MC324,20130239H,2,2019I,M3
1,MC324,20144100G,2,2019I,M3
1,MC510,20164521H,2,2019I,M3
1,ML830,20147009K,2,2019I,M3
1,MC401,20141188K,2,2019I,M3
1,MC324,20162092B,2,2019I,M3
1,MC325,20140309I,2,2019I,M3
1,MC325,20120145K,2,2019I,M3
1,MC324,20142671G,2,2019I,M3
1,MC510,20160234D,2,2019I,M3
1,MB613,20160264K,2,2019I,M3
1,MC115,20143002A,2,2019I,M3
1,MC325,20157003E,2,2019I,M3
1,ML202,19790337C,2,2019I,M3
1,MC417,20122078I,2,2019I,M3
1,MB613,20090078I,2,2019I,M3
1,MC234,19972546G,2,2019I,M3
1,ML202,19950169F,2,2019I,M3
1,ML202,20124056B,2,2019I,M3
1,MB613,20151190H,2,2019I,M3
1,MC586,20140311C,2,2019I,M3
1,ML202,20041092A,2,2019I,M3
1,ML202,20080191G,2,2019I,M3
1,MC337,20162159J,2,2019I,M3
1,MC115,20120163I,2,2019I,M3
1,MC324,20132675J,2,2019I,M3
1,ML140,20152037I,2,2019I,M3
1,MN136,19970288K,2,2019I,M3
1,MC324,20090216B,2,2019I,M3
1,MN216,20150236D,2,2019I,M3
1,MC510,20151182E,2,2019I,M3
1,MB536,19854044A,2,2019I,M3
1,MB536,19900107G,2,2019I,M3
1,MT221,20081161D,2,2019I,M3
1,MC115,20152548C,2,2019I,M3
1,ML202,20152040J,2,2019I,M3
1,MC571,20132609G,2,2019I,M3
1,ML214,20142111A,2,2019I,M4
1,MC589,20130445G,2,2019I,M4
1,MB312,19830007I,2,2019I,M4
1,ML114,20121032E,2,2019I,M4
1,MS311,20140244D,2,2019I,M4
1,ML115,20175011F,2,2019I,M4
1,MN136,20141237A,2,2019I,M4
1,ML520,20072556J,2,2019I,M4
1,ML214,20082604G,2,2019I,M4
1,MC401,20172616D,2,2019I,M4
1,ML214,20127016A,2,2019I,M4
1,MC502,20175020E,2,2019I,M4
1,MC510,20152549J,2,2019I,M4
1,MC612,20112093E,2,2019I,M4
1,ML214,20152119E,2,2019I,M4
1,MC361,20140269G,2,2019I,M4
1,ML214,20112094A,2,2019I,M4
1,MC112,20171270G,2,2019I,M4
1,MN116,20164069H,2,2019I,M4
1,ML214,20121401K,2,2019I,M4
1,ML713,20120259F,2,2019I,M4
1,MC112,20172597J,2,2019I,M4
1,MN310,20155509I,2,2019I,M4
1,ML214,20131074B,2,2019I,M4
1,ML951,19800195A,2,2019I,M4
1,ML114,20081153A,2,2019I,M4
1,MC510,20142084D,2,2019I,M4
1,ML611,20111233H,2,2019I,M4
1,MC589,20121073C,2,2019I,M4
1,ML713,20094549F,2,2019I,M4
1,ML511,20092100A,2,2019I,M4
1,MN136,19960147E,2,2019I,M4
1,MC589,20112056B,2,2019I,M4
1,MB155,20164142G,2,2019I,M4
1,ML951,20071145F,2,2019I,M4
1,ML611,20001202K,2,2019I,M4
1,MC142,20142600B,2,2019I,M4
1,MC112,20172051G,2,2019I,M4
1,ML511,20060200K,2,2019I,M4
1,MC361,20151198I,2,2019I,M4
1,MB155,20091130D,2,2019I,M4
1,ML633,20080148D,2,2019I,M4
1,MN136,20100324G,2,2019I,M4
1,MC337,20130311K,2,2019I,M4
1,ML214,20132108H,2,2019I,M4
1,MC112,20170265J,2,2019I,M4
1,MB545,20160075C,2,2019I,M4
1,MB155,20100103K,2,2019I,M4
1,ML713,20097026D,2,2019I,M4
1,ML214,20154037F,2,2019I,M4
1,MC361,20150142J,2,2019I,M4
1,MC112,20151227I,2,2019I,M4
1,MC338,20160610F,2,2019I,M4
1,ML214,20142109G,2,2019I,M4
1,MC589,20112558H,2,2019I,M4
1,MC338,20151109F,2,2019I,M4
1,MC112,20152520A,2,2019I,M4
1,MS311,20111142B,2,2019I,M4
1,ML140,20150314E,2,2019I,M5
1,MC338,20131354E,2,2019I,M5
1,MB536,20121435B,2,2019I,M5
1,MB148,20151308I,2,2019I,M5
1,ML140,20122664E,2,2019I,M5
1,ML140,20140500K,2,2019I,M5
1,MC234,20120347B,2,2019I,M5
1,MB536,20112134C,2,2019I,M5
1,MB148,20160720F,2,2019I,M5
1,MB613,20162135C,2,2019I,M5
1,MV113,20184166I,2,2019I,M5
1,ML202,20162069K,2,2019I,M5
1,ML202,20140418B,2,2019I,M5
1,MV214,20121344G,2,2019I,M5
1,MV214,20141268D,2,2019I,M5
1,ML202,20152131E,2,2019I,M5
1,MV461,20092579E,2,2019I,M5
1,MV435,20141351I,2,2019I,M5
1,MC112,20171398C,2,2019I,M5
1,MV615,20102616E,2,2019I,M5
1,ML202,20142632A,2,2019I,M5
1,MB613,20170326I,2,2019I,M5
1,MC509,20160123H,2,2019I,M6
1,MB536,20041045C,2,2019I,M6
1,MN204,20091026B,2,2019I,M6
1,MN204,20152033C,2,2019I,M6
1,MS525,20070081D,2,2019I,M6
1,MB613,20127046H,2,2019I,M6
1,MC571,20131026H,2,2019I,M6
1,ML202,20160221J,2,2019I,M6
1,MT235,20155505C,2,2019I,M6
1,MC361,20130010K,2,2019I,M6
1,MC601,20131058G,2,2019I,M6
1,MS311,20112539C,2,2019I,M6
1,MB545,20164039A,2,2019I,M6
1,MT227,20140076D,2,2019I,M6
1,ML202,20160219E,2,2019I,M6
1,MT235,20030043D,2,2019I,M6
1,MB313,20091023C,2,2019I,M6
1,MC509,20130509E,2,2019I,M6
1,MC361,20160085I,2,2019I,M6
1,MB148,20161014H,2,2019I,M6
1,MN204,20131017I,2,2019I,M6
1,MC589,20140015E,2,2019I,M6
1,MT516,20101097D,2,2019I,M6
1,MB148,20161034I,2,2019I,M6
1,MC338,20162004F,2,2019I,M6
1,MT417,20131020J,2,2019I,M6
1,MT227,20091053J,2,2019I,M6
1,MB158,20152004C,2,2019I,M6
1,MT417,20142007J,2,2019I,M6
1,MB613,20160077F,2,2019I,M6
1,MC571,20165027G,2,2019I,M6
1,ML140,20142039I,2,2019I,M6
1,MT136,20132517E,2,2019I,M6
1,MC112,20171061I,2,2019I,M6
1,MT227,20150068D,2,2019I,M6
1,MC338,20164012F,2,2019I,M6
1,MB613,20117004K,2,2019I,M6
1,MB545,20161057I,2,2019I,M6
1,MN121,20141146F,2,2019I,M6
1,MB545,20140023H,2,2019I,M6
1,MN121,20161098G,2,2019I,M6
1,MS311,20111122A,2,2019I,M6
1,ML202,20160071H,2,2019I,M6
1,MB613,20153508E,2,2019I,M6
1,MC112,20170068J,2,2019I,M6
1,MC571,20157004A,2,2019I,M6
1,MT616,20140028J,2,2019I,M6
1,MT235,20080046G,2,2019I,M6
1,PQ423,20060406H,2,2019I,P2
1,EP407,20081381D,2,2019I,P2
1,PQ313,20091263D,2,2019I,P2
1,PM211,20151457D,2,2019I,P2
1,PQ322,20140455E,2,2019I,P2
1,PQ521,20092169A,2,2019I,P2
1,PQ414,20140241E,2,2019I,P2
1,PQ009,20110346C,2,2019I,P2
1,PQ311,20160353C,2,2019I,P2
1,PQ322,20061115G,2,2019I,P2
1,PQ222,20151416F,2,2019I,P2
1,PF211,20160713J,2,2019I,P3
1,PP422,20122135B,2,2019I,P3
1,PP322,20120326E,2,2019I,P3
1,PP421,20122134F,2,2019I,P3
1,PH511,20140308B,2,2019I,P3
1,PE221,20160777H,2,2019I,P3
1,EC310,20141243A,2,2019I,P3
1,PF211,20162179K,2,2019I,P3
1,PE221,20151437C,2,2019I,P3
1,PH121,20171526A,2,2019I,P3
1,PP421,20120287J,2,2019I,P3
1,PP324,20100372A,2,2019I,P3
1,PQ223,20080419H,2,2019I,P3
1,PA511,20070269C,2,2019I,P3
1,PP322,20152598K,2,2019I,P3
1,PI311,20141214A,2,2019I,P3
1,PA714,20150415F,2,2019I,Q1
1,PI415,20010401B,2,2019I,Q1
1,PI144,20102139B,2,2019I,Q1
1,QU517,20071346A,2,2019I,Q1
1,FI403,20150441G,2,2019I,Q1
1,EC618,20141309B,2,2019I,Q1
1,EE102,19931219A,2,2019I,Q1
1,PI111,20132687H,2,2019I,Q1
1,EE102,20160324C,2,2019I,Q1
1,QU334,20071255F,2,2019I,Q1
1,PI140,20131415D,2,2019I,Q1
1,EE102,20150443J,2,2019I,Q1
1,PI515,20002621G,2,2019I,Q1
1,PI143,19971241H,2,2019I,Q1
1,PI513,20150153A,2,2019I,Q1
1,PI146,20101199A,2,2019I,Q1
1,PA113,20070252C,2,2019I,Q1
1,PI135,20111367D,2,2019I,Q1
1,PA714,20131129A,2,2019I,Q1
1,EC618,20151228E,2,2019I,Q1
1,PA714,20032581C,2,2019I,Q1
1,PA113,20112191G,2,2019I,Q1
1,EC618,20120369F,2,2019I,Q1
1,QU324,20162116I,2,2019I,Q1
1,PA714,20140313F,2,2019I,Q1
1,PI135,20052595J,2,2019I,Q1
1,QU334,20154558F,2,2019I,Q1
1,PA136,20120366G,2,2019I,Q1
1,PI513,20051274E,2,2019I,Q1
1,AHD65,19980457J,2,2019I,Q1
1,PA714,20132117G,2,2019I,Q1
1,QU434,20155515I,2,2019I,Q1
1,PI136,20101274C,2,2019I,Q1
1,EC618,20140440H,2,2019I,Q1
1,PI217,19971309A,2,2019I,Q1
1,EE102,20111160K,2,2019I,Q1
1,PA136,20122654J,2,2019I,Q1
1,FI152,20160311I,2,2019I,Q1
1,PI515,19980475H,2,2019I,Q1
1,PI612,20120410F,2,2019I,Q1
1,PI135,19984559A,2,2019I,Q1
1,PI426,20081327J,2,2019I,Q1
1,PA714,20151287A,2,2019I,Q1
1,PI523,20152178A,2,2019I,Q1
1,PI826,20121398J,2,2019I,Q1
1,QU324,20152585F,2,2019I,Q1
1,PI318,20142627H,2,2019I,Q1
1,QU526,20152139F,2,2019I,Q1
1,QU324,20162126D,2,2019I,Q1
1,EC618,20152651I,2,2019I,Q1
1,PI523,19791105I,2,2019I,Q1
1,PI216,20151235A,2,2019I,Q1
1,QU517,20121433J,2,2019I,Q2
1,EM811,20151492D,2,2019I,Q2
1,EM811,20153502G,2,2019I,Q2
1,PIT61,20110451A,2,2019I,Q2
1,EM811,20162225B,2,2019I,Q2
1,PI216,19950481J,2,2019I,Q2
1,PA714,20130506F,2,2019I,Q2
1,PI216,20111438I,2,2019I,Q2
1,PA113,20102680E,2,2019I,Q2
1,PA113,20132704J,2,2019I,Q2
1,QU324,20141310K,2,2019I,Q2
1,PI111,20151436G,2,2019I,Q2
1,PIT52,20141490I,2,2019I,Q2
1,MA713,20162678G,2,2019I,Q2
1,EE102,20150481I,2,2019I,Q2
1,PIT62,19971339H,2,2019I,Q2
1,PIT01,20132653F,2,2019I,Q2
1,PIT61,20150502F,2,2019I,Q2
1,MA124,20170475D,2,2019I,Q2
1,PI911,20110453D,2,2019I,Q2
1,PA515,20101406G,2,2019I,Q2
1,EC618,20142195K,2,2019I,Q2
1,EE102,20141507I,2,2019I,Q2
1,EE102,20110427C,2,2019I,Q2
